C_q,Delta,E_NUC,E_miss,E_rep,L_E,L_G,L_G_posthoc,L_q,L_surface,accepted_iterations,admission_reasons,admitted,anisotropy_level,best_feasible_actual_L_q,candidate_evaluations,method,min_joint_limit_margin,min_sigma_min_5,objective,parameters,placement_id,relative_surface_length_change,surface_id,terminal_q_mismatch,window_id
5.443716468337776,0.022619550186228566,0.9978968520635685,0.9955910297074412,0.0023058223561272678,0.046292265096447384,,0.2496959662503141,0.25200196586218865,0.046292265096447384,4,,True,P_low,0.24426903847735076,60,M1,0.25632883328190065,1.0588552330637802,0.046292265096447384,"[[0.0, 0.0], [-0.001229581516201643, -0.0015773805168745013], [0.0, 0.0005]]",T30,0.019679351086402314,hemisphere,0.0001115351685757604,hemisphere_P_low_W00
5.447539880783243,0.021252490645418984,0.9976325449856752,0.9955910297074412,0.0020415152782340008,0.046324477817761237,0.2495653518994758,,0.252354440368713,0.046324477817761237,3,,True,P_low,0.24426903847735076,60,M2,0.25632883328190065,1.0588442407486278,0.2495653518994758,"[[0.0, 0.0], [-0.001229581516201643, -0.0015773805168745013], [0.0, 0.0]]",T30,0.018997189697326274,hemisphere,0.000226443233812601,hemisphere_P_low_W00
6.523722104332014,0.010217035066399476,0.9936080951159177,0.992774368391907,0.0008337267240107142,0.04597987745370482,,0.27663556010583173,0.29995994289921135,0.04597987745370482,6,,True,P_low,0.29321666350792497,60,M1,0.2640725927048137,1.0597140951503878,0.04597987745370482,"[[-0.0005, 0.0015], [0.0, -0.0015], [0.0, -0.001]]",T30,0.015318811167342263,hemisphere,0.00033803032022605706,hemisphere_P_low_W01
6.433412700137406,0.02372709756193951,0.9938860040239214,0.9930522772999106,0.0008337267240107142,0.04598890937258197,0.2715494388871986,,0.295865633623037,0.04598890937258197,8,,True,P_low,0.28869527485014246,60,M2,0.26407259270481376,1.0602456326007739,0.2715494388871986,"[[-0.001, -0.0005], [-0.0005, 0.0015], [0.0, 0.0015]]",T30,0.015125388280855792,hemisphere,0.0005314681766781515,hemisphere_P_low_W01
6.870497175296161,0.005675627270444757,0.993128015974775,0.993128015974775,0.0,0.04673588060004273,,0.3081967177210165,0.32109873564757224,0.04673588060004273,5,,True,P_low,0.321078779676903,60,M1,0.2363257906728841,0.8708518563601744,0.04673588060004273,"[[-0.001904452678244341, 0.0006107863753620878], [-0.002, 0.0], [0.0, -0.002]]",T30,0.003399047188691743,hemisphere,0.0007304090988848877,hemisphere_P_low_W02
6.867237468922882,0.005977635712772123,0.993128015974775,0.993128015974775,0.0,0.04674386302182249,0.30809797069753536,,0.3210012075856582,0.04674386302182249,7,,True,P_low,0.3210012075856582,60,M2,0.23632579067288415,0.870851856360182,0.30809797069753536,"[[-0.00196162154993963, 0.00038992421675556753], [0.0, -0.002], [-0.0016086092985629467, -0.001188434316475599]]",T30,0.0032288291667070704,hemisphere,0.0009187753587319714,hemisphere_P_low_W02
10.479119100740183,0.0,0.9976325449856752,0.9955910297074412,0.002041515278234001,0.047221554649235595,0.33037085606254213,,0.4948402952914511,0.047221554649235595,0,,True,P_low,0.46811651455554837,60,M1,0.21207609160999355,0.7176204276157885,0.047221554649235595,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",T30,0.0,hemisphere,0.0,hemisphere_P_low_W03
10.479119100740183,0.0,0.9976325449856752,0.9955910297074412,0.002041515278234001,0.047221554649235595,0.33037085606254213,,0.4948402952914511,0.047221554649235595,0,,True,P_low,0.46811651455554837,60,M2,0.21207609160999355,0.7176204276157885,0.33037085606254213,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",T30,0.0,hemisphere,0.0,hemisphere_P_low_W03
9.730733951774994,0.014564118146031082,0.9981003094610827,0.99563947852366,0.002460830937422735,0.04775364340884008,,0.3290757160215134,0.4646779992393563,0.04775364340884008,8,,True,P_low,0.435693627888554,60,M1,0.2079843794010807,0.7769589545564987,0.04775364340884008,"[[-0.001, 0.0], [-0.0005, -0.001], [-0.001, 0.0]]",T30,0.0159137057307963,hemisphere,0.0003686959511689236,hemisphere_P_low_W04
9.727215115750779,0.014748411056105045,0.9981003094610827,0.99563947852366,0.002460830937422735,0.047761984410911465,0.3290375237558689,,0.4645910967200711,0.047761984410911465,5,,True,P_low,0.435693627888554,60,M2,0.2079843794010807,0.7769589545564982,0.3290375237558689,"[[-0.001, 0.0], [-0.0005, -0.0005], [-0.001, 0.0]]",T30,0.01574181799128608,hemisphere,0.0002844293753117566,hemisphere_P_low_W04
9.372900381175093,0.01412998666877936,0.9938402749096086,0.9938402749096086,0.0,0.046829633473040144,,0.35723832292358515,0.43892948942974785,0.046829633473040144,8,,True,P_low,0.43870075185239354,60,M1,0.14794511100496707,0.697737962156107,0.046829633473040144,"[[0.0, -0.002], [0.0, 0.0015], [-0.00038992421675556753, 0.00196162154993963]]",T30,0.013445629920212287,hemisphere,0.0004112667641471557,hemisphere_P_low_W05
9.363086317228166,0.014780770191490315,0.9938402749096086,0.9938402749096086,0.0,0.046847773526431546,0.3571065900025135,,0.43863974729793515,0.046847773526431546,7,,True,P_low,0.43863974729793515,60,M2,0.1479451110049663,0.6977379621561018,0.3571065900025135,"[[0.0, -0.002], [0.0, 0.0005], [0.0, 0.0015]]",T30,0.01306347555299796,hemisphere,6.500489941319021e-05,hemisphere_P_low_W05
