scene_id,attempt_id,kind,geometry_arc_id,source_node,target_node,source_port,target_port,source_rank,target_rank,accepted,reason,ik_calls_after,elapsed_s,max_position_error_m,max_axis_error_deg,min_sigma5,min_joint_margin,collision_free,projection_residual_max_m
H01,654,source,218,439,443,110,111,0,0,False,dense_motion_contract,56012,0.18747220188379288,0.00014201610355286042,0.05815235751654075,0.5531361287156115,0.29117897013236027,True,4.5356600156254423e-07
H01,655,cross_port,688,168,192,42,48,0,0,True,accepted,56065,0.0506521537899971,9.595640708372405e-06,0.0028909514449794,0.4256773061381314,0.26026910473522624,True,2.521069409705534e-06
H01,656,off_reconfiguration,-1,72,75,18,18,0,3,True,accepted,56067,0.061068639159202576,2.091582907291005e-05,0.006565649184412242,0.6904812252227908,0.0825754705820132,True,1.1335776024633892
H01,657,source,219,443,439,111,110,0,0,False,dense_motion_contract,56272,0.18297060579061508,0.00014194370471764357,0.05808092907988997,0.5531361287156115,0.29117897013236027,True,6.687394133175761e-07
H01,658,cross_port,689,172,791,43,198,0,0,True,accepted,56307,0.03348415344953537,1.8185792096421311e-06,5.8792715534310096e-05,0.6219450131905674,0.3397421566029814,True,1.77118106559071e-06
H01,659,off_reconfiguration,-1,73,72,18,18,1,0,True,accepted,56309,0.06455880403518677,2.091582907291005e-05,0.006565649184412242,0.6904811600441938,0.06260822942836601,True,1.048046769892426
H01,660,source,220,443,447,111,112,0,0,True,accepted,56513,0.1841043308377266,3.354675987021998e-06,0.0010289403560142794,0.4855966314422961,0.18962115789175912,True,9.094618670657528e-07
H01,661,cross_port,690,172,128,43,32,0,0,True,accepted,56550,0.03493305295705795,4.0241590604607703e-05,0.006983609423498385,0.6289978970476682,0.34393157085646986,True,3.502487281301092e-05
H01,662,off_reconfiguration,-1,73,74,18,18,1,2,True,accepted,56552,0.1088738963007927,1.913169822221009e-07,3.306651113363206e-06,0.6904811600441938,0.0065448550444865295,True,1.1349762688924092
H01,663,source,221,447,443,112,111,0,0,True,accepted,56756,0.18517503887414932,3.381747321015013e-06,0.0010254148493795887,0.48559655185804107,0.18962115789175912,True,7.032266997608616e-07
H01,664,cross_port,691,172,467,43,117,0,0,True,accepted,56801,0.04404181241989136,1.8185792096421311e-06,0.00013714698408946385,0.6290435396172035,0.34589345668371857,True,1.77118106559071e-06
H01,665,off_reconfiguration,-1,73,75,18,18,1,3,True,accepted,56803,0.06339070945978165,1.711418124407328e-07,6.445849674396954e-06,0.6904811600441938,0.06260822942836601,True,0.2662582029884671
H01,666,source,222,447,451,112,113,0,0,True,accepted,57007,0.18376238644123077,2.9609647238535756e-06,0.0008521704616987579,0.5130394784408197,0.13958377884328532,True,1.1476847521785238e-06
H01,667,cross_port,692,172,499,43,125,0,0,True,accepted,57058,0.0480799525976181,3.0862058698106404e-05,0.009725958706274036,0.6184965169426216,0.3363172383193812,True,2.48965408303492e-05
H01,668,off_reconfiguration,-1,74,72,18,18,2,0,True,accepted,57060,0.06346651166677475,2.091582907291005e-05,0.006565649184412242,0.6904829216530702,0.0065448550444865295,True,0.8481709444153229
H01,669,source,223,451,447,113,112,0,0,True,accepted,57264,0.1866992488503456,2.9252952366045162e-06,0.0008528993612879964,0.5130394784408197,0.13958377884328532,True,1.1562847260504494e-06
H01,670,cross_port,693,172,188,43,47,0,0,True,accepted,57326,0.056259624660015106,1.2119995522554187e-05,0.004060333385064701,0.6137602379822854,0.3336451760046856,True,9.087789048733974e-06
H01,671,off_reconfiguration,-1,74,73,18,18,2,1,True,accepted,57328,0.11456257104873657,1.913169822221009e-07,3.306651113363206e-06,0.6904811600441938,0.0065448550444865295,True,1.1349762688924092
H01,672,source,224,451,455,113,114,0,0,True,accepted,57532,0.18434198945760727,3.030471512583711e-06,0.0008344312955334632,0.5142803491962243,0.13661275815191734,True,1.2218568141431074e-06
H01,673,cross_port,694,172,236,43,59,0,0,True,accepted,57594,0.060024142265319824,1.8185792097488999e-06,0.00015533519334300807,0.6279335016282038,0.3431584366938533,True,1.77118106559071e-06
H01,674,off_reconfiguration,-1,74,75,18,18,2,3,True,accepted,57596,0.11372564733028412,1.913169822221009e-07,6.445849674396954e-06,0.6904812252227908,0.0065448550444865295,True,1.2651428110674554
H01,675,source,225,455,451,114,113,0,0,True,accepted,57800,0.186687134206295,3.015650464019239e-06,0.0008324875348069991,0.5142803491962243,0.13661274774849008,True,1.3484389380646888e-06
H01,676,cross_port,695,176,124,44,31,0,0,True,accepted,57833,0.03151614964008331,9.61189389840834e-06,7.644016210929527e-05,0.6820324154081655,0.35393848864818545,True,9.424248053058193e-06
H01,677,off_reconfiguration,-1,75,72,18,18,3,0,True,accepted,57835,0.06352515518665314,2.091582907291005e-05,0.006565649184412242,0.6904812252227908,0.0825754705820132,True,1.1335776024633892
H01,678,source,226,455,459,114,115,0,0,True,accepted,58039,0.17879725992679596,3.4023447681337306e-06,0.0012232285306312044,0.5085489080041806,0.15979578826621263,True,1.478758902218047e-06
H01,679,cross_port,696,176,787,44,197,0,0,True,accepted,58074,0.034198202192783356,4.5470257248055607e-07,5.992250342467794e-05,0.675138729986036,0.3589584120404589,True,4.5255038558233984e-07
H01,680,off_reconfiguration,-1,75,73,18,18,3,1,True,accepted,58076,0.06240522861480713,1.711418124407328e-07,6.445849674396954e-06,0.6904811600441938,0.06260822942836601,True,0.2662582029884671
H01,681,source,227,459,455,115,114,0,0,True,accepted,58280,0.1804807409644127,3.4023447681337306e-06,0.0012232285306312044,0.5085490068370535,0.15979578826621263,True,1.478758902218047e-06
H01,682,cross_port,697,176,463,44,116,0,0,True,accepted,58333,0.050269678235054016,5.460637541428262e-07,2.5896236867758488e-05,0.6873035116424301,0.3392097832028715,True,5.430384253934939e-07
H01,683,off_reconfiguration,-1,75,74,18,18,3,2,True,accepted,58335,0.11008202284574509,1.913169822221009e-07,6.445849674396954e-06,0.6904812252227908,0.0065448550444865295,True,1.265142811067455
H01,684,source,228,459,463,115,116,0,0,True,accepted,58539,0.1826884225010872,3.402344768180178e-06,0.0012312481669928888,0.6160611086744009,0.25220812760524447,True,1.478758902218047e-06
H01,685,cross_port,698,176,535,44,134,0,0,True,accepted,58601,0.05890630930662155,3.988682368750123e-07,6.118049255635835e-05,0.6873035116424301,0.3589584120404589,True,3.9483629696301925e-07
H01,686,off_reconfiguration,-1,76,77,19,19,0,1,True,accepted,58603,0.06586872041225433,6.068354008679838e-07,2.4148365394514667e-06,0.6627728835419735,0.03265821111696706,True,1.0598143313872272
H01,687,source,229,463,459,116,115,0,0,True,accepted,58807,0.18207240849733353,3.402344768180178e-06,0.0012320864847178098,0.6160611086744009,0.25220812760524447,True,1.478758902218047e-06
H01,688,cross_port,699,180,523,45,131,0,0,True,accepted,58848,0.04005549103021622,2.766077698782835e-05,0.018067232957344977,0.695060976877932,0.3129530441748973,True,8.105996702201246e-06
H01,689,off_reconfiguration,-1,76,78,19,19,0,2,True,accepted,58850,0.06461851298809052,3.732714841365467e-05,2.4148365394514667e-06,0.6627728835419735,0.11344855458215095,True,1.2104859616983066
H01,690,source,230,463,467,116,117,0,0,True,accepted,59054,0.18630491197109222,3.010204648266377e-06,0.0012432448271078006,0.6404880441417498,0.3392097832028715,True,5.857236587136772e-07
H01,691,cross_port,700,180,475,45,119,0,0,True,accepted,59097,0.04079298675060272,2.409060813812081e-06,0.0006089201990633456,0.695060976877932,0.3129530441748973,True,2.3493696561238675e-06
H01,692,off_reconfiguration,-1,76,79,19,19,0,3,True,accepted,59099,0.06490851193666458,1.8576705788862226e-07,2.4148365394514667e-06,0.6627728835419735,0.13821536907641238,True,0.29561440876154865
H01,693,source,231,467,463,117,116,0,0,True,accepted,59303,0.18611613661050797,3.0140072986952784e-06,0.0012435312075667006,0.6404880441417498,0.3392097832028715,True,5.183591311741509e-07
H01,694,cross_port,701,180,783,45,196,0,0,True,accepted,59365,0.0586545392870903,7.086608264689239e-06,0.0025787972585635892,0.6709680219164904,0.2919018146292554,True,4.53268344804969e-06
H01,695,off_reconfiguration,-1,77,76,19,19,1,0,True,accepted,59367,0.06613686680793762,6.068354008679838e-07,2.4148365394514667e-06,0.6627728835419735,0.03265821111696706,True,1.0598143313872272
H01,696,source,232,467,471,117,118,0,0,True,accepted,59572,0.18516765534877777,8.965053810634766e-05,0.03661372824424433,0.6251844121956179,0.3423728322402309,True,5.129016489774374e-06
H01,697,cross_port,702,180,815,45,204,0,0,True,accepted,59634,0.0586438849568367,1.6676332951374046e-05,0.007967210644160408,0.695060976877932,0.3129530441748973,True,1.342259162573356e-05
H01,698,off_reconfiguration,-1,77,78,19,19,1,2,True,accepted,59636,0.06237582862377167,3.732714841365467e-05,1.9090959104164224e-06,1.0466918756934889,0.03265821111696706,True,0.9630323746146104
H01,699,source,233,471,467,118,117,0,0,True,accepted,59841,0.1833956390619278,8.967966160424581e-05,0.03666909197871752,0.6251847475013714,0.34237301001380893,True,5.129016489774374e-06
H01,700,cross_port,703,184,527,46,132,0,0,True,accepted,59882,0.039477698504924774,5.14613294718028e-07,1.7949563004511183e-05,0.6518857492917872,0.3663731635003023,True,5.074181514408416e-07
H01,701,off_reconfiguration,-1,77,79,19,19,1,3,False,dense_motion_contract,59884,0.0642935112118721,6.068354008679838e-07,1.478779333471098e-06,1.0466918756934889,0.03265821111696706,False,1.0960789345462119
H01,702,source,234,471,475,118,119,0,0,True,accepted,60093,0.18796329945325851,5.165389304196689e-06,0.0010851201064679696,0.6518219675240989,0.32209492342028856,True,5.129016489774374e-06
H01,703,cross_port,704,184,471,46,118,0,0,True,accepted,60144,0.04845964163541794,5.165389304196689e-06,1.2518779069552073e-05,0.6518219675240989,0.36672870931167895,True,5.129016489774374e-06
H01,704,off_reconfiguration,-1,78,76,19,19,2,0,True,accepted,60146,0.0641772598028183,3.732714841365467e-05,2.4148365394514667e-06,0.6627728835419735,0.11344855458215095,True,1.210485961698307
H01,705,source,235,475,471,119,118,0,0,True,accepted,60355,0.19116076081991196,5.165389304196689e-06,0.0010856278306919653,0.6518219675240989,0.32209492342028856,True,5.129016489774374e-06
H01,706,cross_port,705,184,787,46,197,0,0,True,accepted,60407,0.05144980549812317,4.552553603491815e-07,1.325413123547268e-05,0.6676093310945808,0.36415311706665443,True,4.549027721179044e-07
H01,707,off_reconfiguration,-1,78,77,19,19,2,1,True,accepted,60409,0.06352823972702026,3.732714841365467e-05,1.9090959104164224e-06,1.0466918756934889,0.03265821111696706,True,0.9630323746146104
H01,708,source,236,475,479,119,120,0,0,True,accepted,60618,0.1891104355454445,2.783243717615945e-06,0.0010466888846052261,0.5434864802285577,0.2260256129825604,True,6.251604089402285e-07
H01,709,cross_port,706,184,240,46,60,0,0,True,accepted,60673,0.05413687974214554,3.247548847420526e-07,2.2230927998283902e-05,0.6676093310945808,0.37436843023624294,True,3.2453514553498763e-07
H01,710,off_reconfiguration,-1,78,79,19,19,2,3,True,accepted,60675,0.08969882130622864,3.732714841365467e-05,1.9090959104164224e-06,1.0471463229969378,0.11344855458215095,True,1.2859597833146053
H01,711,source,237,479,475,120,119,0,0,True,accepted,60884,0.18757396936416626,2.765323579169349e-06,0.0010454380729961273,0.5434864802285577,0.2260256129825604,True,7.597142269444301e-07
H01,712,cross_port,707,184,819,46,205,0,0,True,accepted,60946,0.06098533421754837,2.7996732524390147e-07,1.716063790683883e-05,0.6452143675607672,0.3625035468997756,True,2.7949964628848356e-07
H01,713,off_reconfiguration,-1,79,76,19,19,3,0,True,accepted,60948,0.06530402600765228,1.8576705788862226e-07,2.4148365394514667e-06,0.6627728835419735,0.13821536907641238,True,0.2956144087615486
H01,714,source,238,479,483,120,121,0,0,True,accepted,61157,0.18595829606056213,3.103600569733541e-06,0.0008416376582418788,0.44686733038628806,0.13681360003256987,True,1.3100964866008535e-06
H01,715,cross_port,708,188,499,47,125,0,0,True,accepted,61170,0.016228079795837402,3.086205869811505e-05,0.009725958706274036,0.6137602379822854,0.3336451760046856,True,2.48965408303492e-05
H01,716,off_reconfiguration,-1,79,77,19,19,3,1,False,dense_motion_contract,61172,0.06341772526502609,6.068354008679838e-07,1.478779333471098e-06,1.0466918756934889,0.03265821111696706,False,1.0960789345462119
H01,717,source,239,483,479,121,120,0,0,True,accepted,61381,0.18814736604690552,3.0879566684716646e-06,0.0008376850937546846,0.4468671783098571,0.13681360003256987,True,1.0634428967981613e-06
H01,718,cross_port,709,188,791,47,198,0,0,True,accepted,61423,0.04330465942621231,1.2119995522437869e-05,0.004060333385064701,0.6137602379822854,0.3336451760046856,True,9.087789048733974e-06
H01,719,off_reconfiguration,-1,79,78,19,19,3,2,True,accepted,61425,0.0889325737953186,3.732714841365467e-05,1.9090959104164224e-06,1.0471463229969378,0.11344855458215095,True,1.2859597833146053
H01,720,source,240,483,487,121,122,0,0,True,accepted,61634,0.19762537628412247,2.861326349114877e-06,0.0008010326207151648,0.4784908967834101,0.12450842260034985,True,1.4763973710252287e-06
H01,721,cross_port,710,188,855,47,214,0,0,True,accepted,61696,0.05893115699291229,1.2119995522437869e-05,0.0040603332953024355,0.5832811588977296,0.32086374978010596,True,9.087789048733974e-06
H01,722,off_reconfiguration,-1,80,81,20,20,0,1,True,accepted,61698,0.06509633362293243,9.663283848735905e-09,4.182619578303746e-06,0.5972921872792623,0.0921780757155336,True,1.1688153700571
H01,723,source,241,487,483,122,121,0,0,True,accepted,61907,0.19140125811100006,2.815453607875739e-06,0.0008040535417983158,0.4784908967834101,0.12450843492804516,True,1.324917277417681e-06
H01,724,cross_port,711,188,172,47,43,0,0,True,accepted,61969,0.05907469987869263,1.2119995522437869e-05,0.004060333385064701,0.6137602379822854,0.3336451760046856,True,9.087789048733974e-06
H01,725,off_reconfiguration,-1,80,82,20,20,0,2,False,dense_motion_contract,61971,0.06485307216644287,1.2270202000935889e-05,4.094554566467124e-05,0.5972921969198971,0.0975695411025792,False,1.1148422130358928
H01,726,source,242,487,491,122,123,0,0,True,accepted,62180,0.191726416349411,2.725024400667603e-06,0.0007380027497440051,0.44340643378124156,0.13244099673680165,True,1.251891928621962e-06
H01,727,cross_port,712,188,887,47,222,0,0,True,accepted,62242,0.05894175171852112,1.2119995522452025e-05,0.004060333385064701,0.6105605987063639,0.32509391271581495,True,9.087789048733974e-06
H01,728,off_reconfiguration,-1,80,83,20,20,0,3,True,accepted,62244,0.06456992775201797,2.0283224251190577e-06,5.0509930079323e-06,0.5972921969198971,0.09199186485069266,True,0.9930210544714989
H01,729,source,243,491,487,123,122,0,0,True,accepted,62453,0.18772583454847336,2.7875498793329854e-06,0.0007342771034158923,0.44340643378124156,0.13244099673680165,True,1.3008166987182879e-06
H01,730,cross_port,713,188,823,47,206,0,0,True,accepted,62515,0.05894581973552704,1.2119995522452025e-05,0.004060333385064701,0.5803980685557757,0.322130851633149,True,9.087789048733974e-06
H01,731,off_reconfiguration,-1,81,80,20,20,1,0,True,accepted,62517,0.06329339742660522,9.663283848735905e-09,4.182619578303746e-06,0.5972921872792623,0.0921780757155336,True,1.1688153700571
H01,732,source,244,491,495,123,124,0,0,True,accepted,62726,0.19173306226730347,1.0787608880028282e-05,0.003424852085487829,0.42742321493495167,0.18995123990026358,True,3.351817710661731e-06
H01,733,cross_port,714,192,503,48,126,0,0,True,accepted,62739,0.015478953719139099,1.854409171876278e-06,0.00046349451836611805,0.4256773061381314,0.26026910473522624,True,6.121780667944776e-07
H01,734,off_reconfiguration,-1,81,82,20,20,1,2,False,dense_motion_contract,62741,0.08356121927499771,1.2270202000935889e-05,4.094554566467124e-05,0.5972921872792623,0.0921780757155336,False,0.8934796170615941
H01,735,source,245,495,491,124,123,0,0,True,accepted,62950,0.19063520431518555,1.0787608880028282e-05,0.003424852085487829,0.42742331337055867,0.18995123990026358,True,3.351817710661731e-06
H01,736,cross_port,715,192,795,48,199,0,0,True,accepted,62985,0.035480156540870667,7.813147180015814e-06,0.0021060578124669133,0.4256773061381314,0.26026910473522624,True,1.7458148746374302e-06
H01,737,off_reconfiguration,-1,81,83,20,20,1,3,False,dense_motion_contract,62987,0.06448548287153244,2.0283224251190577e-06,5.0509930079323e-06,0.5972921872792623,0.09199186485069266,False,0.23795116144099288
H01,738,source,246,495,499,124,125,0,0,False,dense_motion_contract,63197,0.1946851685643196,0.00013360049032464183,0.05471032143815546,0.5376535449274881,0.29972615088907006,True,2.48965408303492e-05
H01,739,cross_port,716,192,168,48,42,0,0,True,accepted,63250,0.05147874355316162,9.595640708372405e-06,0.0028909514449794,0.4256773061381314,0.26026910473522624,True,2.521069409705534e-06
H01,740,off_reconfiguration,-1,82,80,20,20,2,0,False,dense_motion_contract,63252,0.06308531761169434,1.2270202000935889e-05,4.094554566467124e-05,0.5972921969198971,0.0975695411025792,False,1.1148422130358928
H01,741,source,247,499,495,125,124,0,0,False,dense_motion_contract,63462,0.19170249998569489,0.00013355802056713712,0.05476565180277517,0.5376535449274881,0.29972615088907006,True,2.48965408303492e-05
H01,742,cross_port,717,192,859,48,215,0,0,True,accepted,63516,0.05368058383464813,2.1363791707680103e-06,0.00048370930015888286,0.3276304924497824,0.23223866687661956,True,2.4370298162823545e-07
H01,743,off_reconfiguration,-1,82,81,20,20,2,1,False,dense_motion_contract,63518,0.08485705405473709,1.2270202000935889e-05,4.094554566467124e-05,0.5972921872792623,0.0921780757155336,False,0.8934796170615941
H01,744,source,248,499,503,125,126,0,0,True,accepted,63728,0.1939682811498642,3.086205869811505e-05,0.009725958706274036,0.4413589325914299,0.26822154876942234,True,2.48965408303492e-05
H01,745,cross_port,718,192,891,48,223,0,0,True,accepted,63788,0.05897803604602814,7.054949549802435e-06,0.0034072298514898048,0.34102408822268265,0.2601988157610742,True,1.3534903830492162e-06
H01,746,off_reconfiguration,-1,82,83,20,20,2,3,False,dense_motion_contract,63790,0.11838293075561523,1.2270202000935889e-05,4.094554566467124e-05,0.5972932177148478,0.09199186485069266,False,0.8597822657009965
H01,747,source,249,503,499,126,125,0,0,True,accepted,64000,0.1935654878616333,3.086205869811505e-05,0.009725958706274036,0.4413589325914299,0.26822154876942234,True,2.48965408303492e-05
H01,748,cross_port,719,192,827,48,207,0,0,True,accepted,64063,0.06104663759469986,3.1574794645159514e-06,0.0005938810452169278,0.37459132803860373,0.2226788622449011,True,3.4291633860261683e-07
H01,749,off_reconfiguration,-1,83,80,20,20,3,0,True,accepted,64065,0.06373809278011322,2.0283224251190577e-06,5.0509930079323e-06,0.5972921969198971,0.09199186485069266,True,0.9930210544714987
H01,750,source,250,503,507,126,127,0,0,True,accepted,64275,0.19263781607151031,3.4980157389668813e-06,0.0008585304284644172,0.3624820916715021,0.16254406721338296,True,1.3468934275118194e-06
H01,751,cross_port,720,196,507,49,127,0,0,True,accepted,64288,0.016323179006576538,1.1981811610594386e-06,0.0008175251582902801,0.44349158099593944,0.1583537684820445,True,1.1571304767976631e-06
H01,752,off_reconfiguration,-1,83,81,20,20,3,1,False,dense_motion_contract,64290,0.06451170146465302,2.0283224251190577e-06,5.0509930079323e-06,0.5972921872792623,0.09199186485069266,False,0.23795116144099288
H01,753,source,251,507,503,127,126,0,0,True,accepted,64500,0.19196214526891708,3.5227449945511738e-06,0.0008645801966893009,0.36248193317431276,0.16254406721338296,True,1.1222836124868962e-06
H01,754,cross_port,721,196,799,49,200,0,0,True,accepted,64530,0.03049468994140625,2.4551767559928813e-06,0.0002739057019911263,0.4627342369223639,0.1583537684820445,True,1.1079607110386913e-06
H01,755,off_reconfiguration,-1,83,82,20,20,3,2,False,dense_motion_contract,64532,0.1180957704782486,1.2270202000935889e-05,4.094554566467124e-05,0.5972932177148478,0.09199186485069266,False,0.8597822657009965
H01,756,source,252,507,511,127,128,0,0,True,accepted,64742,0.19445626437664032,2.132548144066813e-06,0.0008303764034644318,0.44349158099593944,0.1168618663366993,True,1.4517369789635026e-06
H01,757,cross_port,722,196,164,49,41,0,0,True,accepted,64787,0.04524295777082443,1.6277045823652226e-05,0.0008539550538868135,0.46272754846836234,0.1583537684820445,True,8.152110760939468e-06
H01,758,off_reconfiguration,-1,84,85,21,21,0,1,False,dense_motion_contract,64789,0.06319005787372589,2.2694875989826067e-05,0.007536827578265081,0.6400080647259696,0.08987560567370481,False,0.8795200715176684
H01,759,source,253,511,507,128,127,0,0,True,accepted,64999,0.190450519323349,2.020644023799143e-06,0.0008314019536055021,0.44349158099593944,0.1168618663366993,True,1.4240778730412185e-06
H01,760,cross_port,723,196,863,49,216,0,0,True,accepted,65047,0.04765649884939194,2.8567230586852786e-06,0.0005533375437216137,0.4627342369223639,0.14208291154444658,True,1.962091637913721e-06
H01,761,off_reconfiguration,-1,84,86,21,21,0,2,False,dense_motion_contract,65049,0.06454747915267944,4.928236769092565e-07,1.1983284169610918e-05,0.6400080647259696,0.12426739804387336,False,0.7799765208213765
H01,762,source,254,511,515,128,129,0,0,True,accepted,65259,0.1916579231619835,4.398882243265961e-06,0.0009255725407849898,0.3897345913561062,0.11338861239997401,True,2.1774667765817046e-06
H01,763,cross_port,724,196,136,49,34,0,0,True,accepted,65322,0.06251508742570877,4.999395456939329e-06,0.00026865938309281943,0.4627342369223639,0.1583537684820445,True,2.7529207027865432e-06
H01,764,off_reconfiguration,-1,84,87,21,21,0,3,True,accepted,65324,0.06392128765583038,1.3059823941263696e-06,4.979045111418365e-05,0.6400078130318858,0.12426745797199407,True,0.9830116188223507
H01,765,source,255,515,511,129,128,0,0,True,accepted,65534,0.19348155707120895,4.398882243265961e-06,0.0009207753833813648,0.3897345913561062,0.1133885917944157,True,2.1774667765817046e-06
H01,766,cross_port,725,196,831,49,208,0,0,True,accepted,65597,0.059831149876117706,1.208482783777891e-05,0.0008053049919865967,0.4627342369223639,0.14067654178642525,True,5.662337462825073e-06
H01,767,off_reconfiguration,-1,85,84,21,21,1,0,False,dense_motion_contract,65599,0.0668918639421463,2.2694875989826067e-05,0.007536827578265081,0.6400080647259696,0.08987560567370481,False,0.8795200715176682
H01,768,source,256,515,519,129,130,0,0,True,accepted,65809,0.19347672164440155,8.645409665187518e-06,0.003939664459680196,0.37851167436566174,0.13417010911764535,True,3.6105420830878643e-06
H01,769,cross_port,726,200,511,50,128,0,0,True,accepted,65822,0.015848226845264435,1.4329444456087213e-06,0.0004832841512573905,0.596038912649496,0.11556141907009178,True,1.4210853321594552e-06
H01,770,off_reconfiguration,-1,85,86,21,21,1,2,False,dense_motion_contract,65824,0.09275322407484055,2.2694875989826067e-05,0.007536827578265081,0.640008144033807,0.08987560567370481,False,0.7974076196619356
H01,771,source,257,519,515,130,129,0,0,True,accepted,66034,0.19371423870325089,8.645409665187518e-06,0.003939664459680196,0.378511899219811,0.13417010911764535,True,3.6105420830878643e-06
H01,772,cross_port,727,200,803,50,201,0,0,True,accepted,66060,0.03156589716672897,2.4652201718831197e-06,8.850878307432081e-05,0.596038912649496,0.11556141907009178,True,2.2505399723538044e-06
H01,773,off_reconfiguration,-1,85,87,21,21,1,3,False,dense_motion_contract,66062,0.08508067578077316,2.2694875989826067e-05,0.007536827578265081,0.6400078130318858,0.08987560567370481,False,0.7793614103561854
H01,774,source,258,519,523,130,131,0,0,True,accepted,66272,0.18684185296297073,2.7660776987827752e-05,0.018067232957344977,0.5420036815812309,0.2354291904859409,True,8.105996702201246e-06
H01,775,cross_port,728,200,160,50,40,0,0,True,accepted,66310,0.03738974779844284,2.1629565864229343e-06,0.00022373594116017158,0.596038912649496,0.11556141907009178,True,1.952408041377973e-06
H01,776,off_reconfiguration,-1,86,84,21,21,2,0,False,dense_motion_contract,66312,0.06325624138116837,4.928236769092565e-07,1.1983284169610918e-05,0.6400080647259696,0.12426739804387336,False,0.7799765208213767
H01,777,source,259,523,519,131,130,0,0,True,accepted,66522,0.18670059740543365,2.7660776987827752e-05,0.018067232957344977,0.5420036815812309,0.2354291904859409,True,8.105996702201246e-06
H01,778,cross_port,729,200,867,50,217,0,0,True,accepted,66566,0.040316142141819,2.5903434747075583e-06,0.00017107033383479558,0.5491979095246472,0.10317292545625194,True,2.3014039809421405e-06
H01,779,off_reconfiguration,-1,86,85,21,21,2,1,False,dense_motion_contract,66568,0.09012308716773987,2.2694875989826067e-05,0.007536827578265081,0.640008144033807,0.08987560567370481,False,0.7974076196619356
H01,780,source,260,523,527,131,132,0,0,True,accepted,66778,0.19113685935735703,2.7660776987827752e-05,0.018067232957344977,0.6518857492917872,0.3298435959372902,True,8.105996702201246e-06
H01,781,cross_port,730,200,835,50,209,0,0,True,accepted,66831,0.05030033737421036,1.4520280061658768e-06,0.0005872535420259539,0.543708708881673,0.11139389672177717,True,1.421306082605156e-06
H01,782,off_reconfiguration,-1,86,87,21,21,2,3,True,accepted,66833,0.06461284309625626,1.3059823941263696e-06,4.979045111418365e-05,0.6400078130318858,0.12426739804387336,True,0.2565634599204092
H01,783,source,261,527,523,132,131,0,0,True,accepted,67043,0.18827824294567108,2.7660776987827752e-05,0.018067232957344977,0.6518857492917872,0.3298435959372902,True,8.105996702201246e-06
H01,784,cross_port,731,204,515,51,129,0,0,True,accepted,67056,0.015570320188999176,4.398882243265961e-06,0.0008405140294696997,0.38295902561473194,0.13417010911764535,True,2.1774667765817046e-06
H01,785,off_reconfiguration,-1,87,84,21,21,3,0,True,accepted,67058,0.0645139142870903,1.3059823941263696e-06,4.979045111418365e-05,0.6400078130318858,0.12426745797199407,True,0.9830116188223504
H01,786,source,262,527,531,132,133,0,0,True,accepted,67268,0.1884358823299408,8.806818716165045e-05,0.036041868237133005,0.6244176816511379,0.33924022901607426,True,2.216159983858823e-06
H01,787,cross_port,732,204,807,51,202,0,0,True,accepted,67290,0.022577740252017975,4.777653323379295e-06,0.0020208219832140617,0.38295902561473194,0.13885365045887746,True,1.756013781828436e-06
H01,788,off_reconfiguration,-1,87,85,21,21,3,1,False,dense_motion_contract,67292,0.0828896015882492,2.2694875989826067e-05,0.007536827578265081,0.6400078130318858,0.08987560567370481,False,0.7793614103561854
H01,789,source,263,531,527,133,132,0,0,True,accepted,67502,0.18731197714805603,8.79486742686528e-05,0.035964325486534436,0.6244171843415303,0.33924029452173465,True,2.216159983858823e-06
H01,790,cross_port,733,204,156,51,39,0,0,True,accepted,67535,0.033607371151447296,7.3263092140485725e-06,0.0011195889670779944,0.38295902561473194,0.13885365045887746,True,2.6420426900986005e-06
H01,791,off_reconfiguration,-1,87,86,21,21,3,2,True,accepted,67537,0.06466136127710342,1.3059823941263696e-06,4.979045111418365e-05,0.6400078130318858,0.12426739804387336,True,0.2565634599204092
H01,792,source,264,531,535,133,134,0,0,True,accepted,67744,0.18540827184915543,2.380539013114112e-06,0.0005319441481954838,0.6377601877672647,0.3482227940682341,True,2.216159983858823e-06
H01,793,cross_port,734,204,871,51,218,0,0,True,accepted,67787,0.04319453239440918,1.2333696448646805e-05,0.009661874172301509,0.2832181556123053,0.1309352784825993,True,1.0398115884963088e-05
H01,794,off_reconfiguration,-1,88,89,22,22,0,1,True,accepted,67789,0.06060377508401871,3.5986809027957654e-05,0.006920648314061685,0.64850795935505,0.016362335878873573,True,0.9420538786892522
H01,795,source,265,535,531,134,133,0,0,True,accepted,67996,0.18258319050073624,2.380539013114112e-06,0.0005325132084401893,0.6377601877672647,0.3482227940682341,True,2.216159983858823e-06
H01,796,cross_port,735,204,839,51,210,0,0,True,accepted,68040,0.04248788207769394,2.304385440351293e-06,0.0009047829710752104,0.35947514338934344,0.13885365045887746,True,7.620351653581103e-07
H01,797,off_reconfiguration,-1,88,90,22,22,0,2,False,dense_motion_contract,68042,0.06201993674039841,1.170078294991201e-06,0.00010592988145225414,0.64850795935505,0.09233726594806894,False,0.7825445457303376
H01,798,source,266,535,539,134,135,0,0,True,accepted,68249,0.1866609826683998,1.2901733830808246e-06,0.0005277806048964708,0.6638365063065568,0.28877927851604224,True,5.633098178470242e-07
