E_NUC,E_miss,E_rep,L_S,NUC_generation_time,canonical_layout,evaluation_surface_hash,expansion_policy,geometry_baseline,layout_id,local_refinement_time,mapped_face,mapped_position,mapping_distance_m,max_visit_count,overlap_area_fraction,physical_root_position,remesh_id,root_id,single_coverage_fraction,skeleton_fingerprint,surface_id
0.6031027189248956,0.301670646135176,0.3014320727897196,5.188605651783297,0.0028131380677223206,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R01_M00,0.0233510360121727,71,"[0.11746026832573009, 0.11959493695003784, -0.0006404005872923243]",5.8067871504111456e-05,2,0.3014320727897196,"[0.1174763050683167, 0.11957890020745121, -0.0006938563959143899]",M00,R01,0.3968972810751044,8547595548c7e9503cf66bc93df839fe496b2da2be0d1e6c9601c135bad5dc13,saddle
0.6031118483474075,0.3016797755576879,0.3014320727897196,5.187815035010664,0.002774994820356369,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R02_M00,0.02377357240766287,61,"[-0.11589845578035118, 0.10907746646719652, 0.002046296793946402]",0.00018554651830122014,2,0.3014320727897196,"[-0.11584721295579493, 0.10912870929175277, 0.002217106209133914]",M00,R02,0.3968881516525925,3db0993e1fcba845b03ce994ad00bb9f3b649ce61cc54d83760ae74cf7486a38,saddle
0.6037203408338694,0.3022882680441497,0.3014320727897196,5.1878150350106615,0.002451363019645214,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R03_M00,0.021916482597589493,10,"[0.11959172517195907, -0.11788457989635763, 0.0005121435826804326]",4.643825808543089e-05,2,0.3014320727897196,"[0.11957890020745121, -0.11789740486086549, 0.0005548934643732923]",M00,R03,0.39627965916613067,f45a2d7724370deb1494340a43a7ca043668d6309af324233411da44d28eaf3d,saddle
0.600239981156266,0.3010667183599701,0.2991732627962959,5.188265566142562,0.0027399584650993347,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R04_M00,0.023018062114715576,33,"[0.04816322018140748, -0.02645054503662874, 0.002282346930455622]",0.00015930830490737546,2,0.29917326279629597,"[0.04813504731447353, -0.02645993599227339, 0.0024388628578664246]",M00,R04,0.39976001884373397,0d862504d8c52aacbdf3238cbea1b5c8f78f0157f0715210cc7245d342bea3d5,saddle
0.5999315570172621,0.3010667183599701,0.29886483865729196,5.189179704797381,0.002216087654232979,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R05_M00,0.022445489652454853,50,"[-0.040429627285854156, 0.04209406764582914, -0.0002995992647954977]",4.888581987827735e-05,2,0.29886483865729196,"[-0.04042109979254878, 0.042102595139134516, -0.00025222430198786186]",M00,R05,0.4000684429827379,5e379b9388df58baf42dfc85b756d3a772cd8a9ceb892b97e989c6b1fe330f93,saddle
0.6039637911178647,0.30253171832814507,0.3014320727897196,5.18871674929325,0.0028192903846502304,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R06_M00,0.022794811986386776,4,"[-0.00042386743302414223, -0.11788356665848869, -0.02093963795156516]",4.8237820122497534e-05,2,0.3014320727897196,"[-0.0004210997925487823, -0.11789740486086549, -0.02089351061030915]",M00,R06,0.3960362088821353,5c4db7bf256a855938ea7cb293af4939ddea1a64fe32f54512e30f5c55fd9f99,saddle
0.6033766539178425,0.3019445811281228,0.3014320727897196,5.188716749293261,0.002229536883533001,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R07_M00,0.022285095416009426,25,"[-0.11783777810681831, -0.022179348778797462, 0.019620572505317648]",0.0004448077075877676,2,0.3014320727897196,"[-0.1177101741010666, -0.022204869579947804, 0.02004591919115668]",M00,R07,0.3966233460821576,5b61b1eda1fce36e74802abbb034e4cddb0089fa20c4ba9ee19dc6f37e1f08f5,saddle
0.6127441173582112,0.23940679345981508,0.37333732389839613,5.034935513525552,0.002454121597111225,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R00_M01,0.022256149910390377,1,"[-0.09333333333333332, -0.10666666666666665, -0.004]",2.6020852139652106e-18,6,0.2974881921660843,"[-0.09333333333333332, -0.10666666666666665, -0.0039999999999999975]",M01,R00,0.4631050143741006,166dc3ef45ab1ea43b6595e0bd4192a78eecdd979ccfa5cbba3c5324cc28a288,saddle
0.6250951303475902,0.232980823945163,0.39211430640242717,5.145052936481633,0.002127263695001602,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R01_M01,0.02233770862221718,71,"[0.11746026832573009, 0.11959493695003783, -0.0006404005872923241]",5.806787150410782e-05,6,0.31192353941420176,"[0.1174763050683167, 0.11957890020745121, -0.0006938563959143899]",M01,R01,0.45509563664063524,fa5e579585124430df8d6dd3c0f0e4965b10bf460d84d3387e6d6c8d023608ab,saddle
0.6132468534873877,0.23903392345092733,0.3742129300364604,5.111576672566798,0.0025561098009347916,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R02_M01,0.023045995272696018,60,"[-0.11589845578035118, 0.10907746646719652, 0.0020462967939464047]",0.00018554651830121776,6,0.2980300669120327,"[-0.11584721295579493, 0.10912870929175277, 0.002217106209133914]",M01,R02,0.4629360096370399,88144df0f4b9443b81323eecb60938746b83c60b50c1232d7dc6a1d8c64b8b93,saddle
0.733074113613586,0.21730500224381052,0.5157691113697754,5.511019900991394,0.0025491388514637947,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R03_M01,0.023505319841206074,11,"[0.11959172517195907, -0.11788457989635763, 0.000512143582680432]",4.6438258085431496e-05,6,0.3932644659288345,"[0.11957890020745121, -0.11789740486086549, 0.0005548934643732923]",M01,R03,0.389430531827355,3aa28015eaea923a1a96e9aa3ae23c00183d86af85378d70e0e77574a88856cd,saddle
0.6931300593724685,0.23265439896059456,0.460475660411874,5.302462265738133,0.0016741929575800896,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R04_M01,0.01654512993991375,32,"[0.04816322018140747, -0.02645054503662874, 0.0022823469304556216]",0.00015930830490737464,6,0.35097871579891815,"[0.04813504731447353, -0.02645993599227339, 0.0024388628578664246]",M01,R04,0.41636688524048737,8275fdbba41d8d9be3778c5ee61cb30e72a46dea9f8163c932dba147c320a55e,saddle
0.6320358963802525,0.2543812879019022,0.3776546084783503,5.034197942422101,0.00166305061429739,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R05_M01,0.016189460642635822,51,"[-0.040429627285854156, 0.042094067645829146, -0.00029959926479549743]",4.888581987827588e-05,6,0.2966700944990638,"[-0.04042109979254878, 0.042102595139134516, -0.00025222430198786186]",M01,R05,0.448948617599034,c33ddb14e24b6a383cf99a08c5cace7b7614a60b9c0694e44c7c9b0b55587ada,saddle
0.6813135694309056,0.23148405318309873,0.4498295162478068,5.30313456974506,0.0017666006460785866,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R06_M01,0.017467943020164967,5,"[-0.00042386743302414256, -0.11788356665848869, -0.02093963795156516]",4.8237820122497555e-05,6,0.34742553606855103,"[-0.0004210997925487823, -0.11789740486086549, -0.02089351061030915]",M01,R06,0.4210904107483503,276a6161a6def44c1c48c5b5a4792441cfb33591fc0b96ac13653fe53bf19f35,saddle
0.6513789002289497,0.24484573973846216,0.4065331604904876,5.088927799892826,0.0016540363430976868,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R07_M01,0.015795220620930195,24,"[-0.11783777810681831, -0.022179348778797466, 0.019620572505317648]",0.0004448077075877674,6,0.31382371532982783,"[-0.1177101741010666, -0.022204869579947804, 0.02004591919115668]",M01,R07,0.44133054493171,f57ba1ad39d34df18f177a858758ef7a7a2f15d60dab85cedc22add54da72b98,saddle
0.5321987402674632,0.2777311558595062,0.25446758440795697,4.633565791155859,0.0016561802476644516,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R00_M02,0.014726764522492886,0,"[-0.09333333333333332, -0.10666666666666665, -0.003999999999999997]",8.673617379884035e-19,7,0.19928410148249903,"[-0.09333333333333332, -0.10666666666666665, -0.0039999999999999975]",M02,R00,0.5229847426579948,9fb5fd7710eb0c93c5779ecf9705f7f64b79276735f705c82eceef3f8e1099fb,saddle
0.5250255384647137,0.2869635045832077,0.23806203388150596,4.57506147776174,0.001575889065861702,False,57475ad9c3ddb03cf9ac834a3566f3114373fb9f11e1159a378891ea7f9db1b4,upstream_first,False,R01_M02,0.014920486137270927,71,"[0.11746026832573009, 0.11959493695003784, -0.0006404005872923243]",5.8067871504111456e-05,6,0.17841037298488766,"[0.1174763050683167, 0.11957890020745121, -0.0006938563959143899]",M02,R01,0.5346261224319048,cb5c5dd121c1da6b0ae69452e3324fdd7fe20d5aebfafd1cbce77b613aa2116b,saddle
