layout_a,layout_b,ordered_path_distance_m,root_separation_m,same_remesh,same_root,surface_id,tangent_disagreement_rad,tree_edge_jaccard
R00_M00,R05_M02,0.15965588426213603,0.17415469627179858,False,False,saddle,1.6121390279782035,
R00_M00,R06_M02,0.08547205788950349,0.1145700316369551,False,False,saddle,1.510784475697708,
R00_M00,R07_M02,0.08692866302952032,0.11041718929043623,False,False,saddle,1.4591698173899899,
R00_M00,R00_M03,0.05628787059937651,0.0,False,True,saddle,1.4566516945832206,
R00_M00,R01_M03,0.16621788853298466,0.3158952374498296,False,False,saddle,1.8382336734089793,
R00_M00,R02_M03,0.13056515487502113,0.24517920089956544,False,False,saddle,1.5417873086621554,
R00_M00,R03_M03,0.1285243925779776,0.2371448503244675,False,False,saddle,1.4960638382602107,
R00_M00,R04_M03,0.15259202272024863,0.17598382343965102,False,False,saddle,1.6108037951201146,
R00_M00,R05_M03,0.15606154286817892,0.17415469627179858,False,False,saddle,1.630061479581355,
R00_M00,R06_M03,0.08342858472870215,0.1145700316369551,False,False,saddle,1.4814793973523575,
R00_M00,R07_M03,0.10190508432456202,0.11041718929043623,False,False,saddle,1.6285937485955544,
R01_M00,R02_M00,0.1395536248613724,0.2425279398636689,True,False,saddle,1.4714239901078239,0.05185185185185185
R01_M00,R03_M00,0.11533796677364279,0.24553931105559418,True,False,saddle,1.6767512472228931,0.4639175257731959
R01_M00,R04_M00,0.08014303555338924,0.17685875809446694,True,False,saddle,1.5307042874809507,0.49473684210526314
R01_M00,R05_M00,0.0994847919390906,0.19344491910068237,True,False,saddle,1.653467705855573,0.16393442622950818
R01_M00,R06_M00,0.16026271190439945,0.28791036798847575,True,False,saddle,1.7710585352719006,0.24561403508771928
R01_M00,R07_M00,0.15326781309982745,0.29580897516811105,True,False,saddle,1.4360895660585828,0.07575757575757576
R01_M00,R00_M01,0.13741855648121237,0.31589523744982956,False,False,saddle,1.4582356641800527,
R01_M00,R01_M01,0.07245555655742882,0.0,False,True,saddle,1.3020551635339341,
R01_M00,R02_M01,0.1339912787380317,0.2425279398636689,False,False,saddle,1.6020426482596781,
R01_M00,R03_M01,0.11708493857485726,0.24553931105559418,False,False,saddle,1.5213710196550811,
R01_M00,R04_M01,0.11011440493377705,0.17685875809446694,False,False,saddle,1.5592560100607866,
R01_M00,R05_M01,0.11248021068510558,0.19344491910068237,False,False,saddle,1.5455708340140657,
R01_M00,R06_M01,0.09343935009309157,0.28791036798847575,False,False,saddle,1.5761755972772122,
R01_M00,R07_M01,0.15330363616085121,0.29580897516811105,False,False,saddle,1.5381608279514067,
R01_M00,R00_M02,0.1583663053084043,0.31589523744982956,False,False,saddle,1.629370108956614,
R01_M00,R01_M02,0.0334985101377888,0.0,False,True,saddle,0.9998973724949186,
R01_M00,R02_M02,0.14013558213087016,0.2425279398636689,False,False,saddle,1.4159037249646163,
R01_M00,R03_M02,0.11596357430222465,0.24553931105559418,False,False,saddle,1.7114042270190455,
R01_M00,R04_M02,0.08433456705907029,0.17685875809446694,False,False,saddle,1.5823491465272617,
R01_M00,R05_M02,0.11228753197817186,0.19344491910068237,False,False,saddle,1.4909167008024884,
R01_M00,R06_M02,0.15669309665470127,0.28791036798847575,False,False,saddle,1.7103825197459506,
R01_M00,R07_M02,0.15219316392148058,0.29580897516811105,False,False,saddle,1.3904564032214577,
R01_M00,R00_M03,0.1594930431566432,0.31589523744982956,False,False,saddle,1.707208932526207,
R01_M00,R01_M03,0.06975828994190408,0.0,False,True,saddle,1.3936992894109166,
R01_M00,R02_M03,0.1397883181119434,0.2425279398636689,False,False,saddle,1.575544908655975,
R01_M00,R03_M03,0.11443828032340303,0.24553931105559418,False,False,saddle,1.6065605515287982,
R01_M00,R04_M03,0.08699479095771093,0.17685875809446694,False,False,saddle,1.4813053645863319,
R01_M00,R05_M03,0.1143130807265619,0.19344491910068237,False,False,saddle,1.570339887262568,
R01_M00,R06_M03,0.15572735340948912,0.28791036798847575,False,False,saddle,1.695668950988834,
R01_M00,R07_M03,0.17040831968675912,0.29580897516811105,False,False,saddle,1.7881223717753045,
R02_M00,R03_M00,0.1839584589965401,0.4778259848870271,True,False,saddle,2.8109852426701094,0.0
R02_M00,R04_M00,0.15931407014232862,0.30544409505369907,True,False,saddle,1.5759913126753213,0.07575757575757576
R02_M00,R05_M00,0.15187639023364624,0.1526462598216538,True,False,saddle,1.6893506802559146,0.5434782608695652
R02_M00,R06_M00,0.13806653307613242,0.35525116619951475,True,False,saddle,1.6586554087012872,0.06766917293233082
R02_M00,R07_M00,0.09645288863421472,0.1357386932093949,True,False,saddle,1.5871803229682266,0.49473684210526314
R02_M00,R00_M01,0.12009282784520128,0.24517920089956544,False,False,saddle,1.7355120842811615,
R02_M00,R01_M01,0.12424812299848645,0.24252793986366894,False,False,saddle,0.9981842568406788,
R02_M00,R02_M01,0.06379359558372263,0.0,False,True,saddle,1.2938927516133198,
R02_M00,R03_M01,0.1678172951732093,0.4778259848870271,False,False,saddle,1.880118630948275,
R02_M00,R04_M01,0.161884395881969,0.30544409505369907,False,False,saddle,1.678727216198306,
R02_M00,R05_M01,0.10051691193133874,0.1526462598216538,False,False,saddle,1.5541887253717488,
R02_M00,R06_M01,0.1321052594961643,0.35525116619951475,False,False,saddle,1.6187475105892806,
R02_M00,R07_M01,0.0903291541146986,0.1357386932093949,False,False,saddle,1.468082077818663,
R02_M00,R00_M02,0.12409120423414273,0.24517920089956544,False,False,saddle,1.6321823620635492,
R02_M00,R01_M02,0.14284854819364629,0.24252793986366894,False,False,saddle,1.4665986682561682,
R02_M00,R02_M02,0.05045391006315203,0.0,False,True,saddle,1.2526961429293402,
R02_M00,R03_M02,0.1750217273797928,0.4778259848870271,False,False,saddle,1.9874504053053856,
R02_M00,R04_M02,0.15839959566664064,0.30544409505369907,False,False,saddle,1.552321438335586,
R02_M00,R05_M02,0.10336722687927444,0.1526462598216538,False,False,saddle,1.5600415670879133,
R02_M00,R06_M02,0.13967802041854496,0.35525116619951475,False,False,saddle,1.557661297283531,
R02_M00,R07_M02,0.08896609181703094,0.1357386932093949,False,False,saddle,1.5296460126816622,
R02_M00,R00_M03,0.12915357190810234,0.24517920089956544,False,False,saddle,1.682408263575669,
R02_M00,R01_M03,0.16306301675368756,0.24252793986366894,False,False,saddle,1.7093267662329061,
R02_M00,R02_M03,0.07845179454987837,0.0,False,True,saddle,1.420189925605336,
R02_M00,R03_M03,0.17350729562424513,0.4778259848870271,False,False,saddle,1.8537775159246845,
R02_M00,R04_M03,0.16553745012989352,0.30544409505369907,False,False,saddle,1.6082856652134523,
R02_M00,R05_M03,0.09715627061103438,0.1526462598216538,False,False,saddle,1.5900724314536756,
R02_M00,R06_M03,0.13992111757752454,0.35525116619951475,False,False,saddle,1.6170669965171858,
R02_M00,R07_M03,0.09493272522299372,0.1357386932093949,False,False,saddle,1.6700083102830348,
R03_M00,R04_M00,0.08173788503200638,0.17628006052007966,True,False,saddle,1.5647005989271678,0.5955056179775281
R03_M00,R05_M00,0.09875505841231484,0.32522711228670387,True,False,saddle,1.4447904465549262,0.10077519379844961
R03_M00,R06_M00,0.11425982046188624,0.12467479149085658,True,False,saddle,1.4552635943387435,0.49473684210526314
R03_M00,R07_M00,0.15348270280810505,0.34306397327789784,True,False,saddle,1.558261642558015,0.06766917293233082
R03_M00,R00_M01,0.13779639806435062,0.2371448503244675,False,False,saddle,1.4168423094659208,
R03_M00,R01_M01,0.12474236216312853,0.24553931105559418,False,False,saddle,2.114970193632729,
R03_M00,R02_M01,0.16226158187083786,0.4778259848870271,False,False,saddle,1.8095171881378551,
R03_M00,R03_M01,0.0601785027742575,0.0,False,True,saddle,1.240422227309446,
R03_M00,R04_M01,0.07554156417722568,0.17628006052007966,False,False,saddle,1.4641884830208443,
R03_M00,R05_M01,0.146836534763121,0.32522711228670387,False,False,saddle,1.5804285562730378,
R03_M00,R06_M01,0.12001333258542467,0.12467479149085658,False,False,saddle,1.5196694492630918,
R03_M00,R07_M01,0.15752041571616093,0.34306397327789784,False,False,saddle,1.6796651149276056,
R03_M00,R00_M02,0.13462083207135478,0.2371448503244675,False,False,saddle,1.5279915673951292,
R03_M00,R01_M02,0.11289799004672596,0.24553931105559418,False,False,saddle,1.691720784696322,
R03_M00,R02_M02,0.17250385855753742,0.4778259848870271,False,False,saddle,1.8617446973955534,
R03_M00,R03_M02,0.04679160165789347,0.0,False,True,saddle,1.1029947695790339,
R03_M00,R04_M02,0.0925988382292246,0.17628006052007966,False,False,saddle,1.609402165998559,
R03_M00,R05_M02,0.14814185610191435,0.32522711228670387,False,False,saddle,1.5804138330205437,
R03_M00,R06_M02,0.11550989831696659,0.12467479149085658,False,False,saddle,1.5772715625794935,
R03_M00,R07_M02,0.15691667238895213,0.34306397327789784,False,False,saddle,1.60395426866616,
R03_M00,R00_M03,0.12631832897553463,0.2371448503244675,False,False,saddle,1.4726474787419932,
R03_M00,R01_M03,0.08567895823981952,0.24553931105559418,False,False,saddle,1.4311466991543613,
R03_M00,R02_M03,0.16174059513430922,0.4778259848870271,False,False,saddle,1.7130973071786644,
R03_M00,R03_M03,0.05183613658652801,0.0,False,True,saddle,1.2646701742475663,
R03_M00,R04_M03,0.07829432069443447,0.17628006052007966,False,False,saddle,1.5386138365482562,
R03_M00,R05_M03,0.15086195698032379,0.32522711228670387,False,False,saddle,1.5458090479869016,
R03_M00,R06_M03,0.11226182606571736,0.12467479149085658,False,False,saddle,1.509279409710289,
R03_M00,R07_M03,0.15288118749902718,0.34306397327789784,False,False,saddle,1.4790296401619538,
R04_M00,R05_M00,0.09432969384813467,0.15284522245337578,True,False,saddle,1.5826307595866063,0.2033898305084746
R04_M00,R06_M00,0.13586366681167117,0.11286919897997438,True,False,saddle,1.5325362795596082,0.5268817204301075
R04_M00,R07_M00,0.16910669306114265,0.17068208344456984,True,False,saddle,1.689260123365526,0.18333333333333332
R04_M00,R00_M01,0.1523406841261833,0.17598382343965102,False,False,saddle,1.5558492316391532,
R04_M00,R01_M01,0.08453761753158437,0.17685875809446694,False,False,saddle,1.675464171258489,
R04_M00,R02_M01,0.1588728678405396,0.305444095053699,False,False,saddle,1.6847644600527623,
R04_M00,R03_M01,0.08871696101229919,0.17628006052007963,False,False,saddle,1.6026631014086696,
R04_M00,R04_M01,0.07398673089983976,0.0,False,True,saddle,1.3931530443681757,
R04_M00,R05_M01,0.14375703452764022,0.15284522245337578,False,False,saddle,1.6022877845728718,
R04_M00,R06_M01,0.12286950056760497,0.11286919897997438,False,False,saddle,1.6019580211476,
R04_M00,R07_M01,0.17279625525331782,0.17068208344456984,False,False,saddle,1.5996089693188777,
R04_M00,R00_M02,0.14769447731553592,0.17598382343965102,False,False,saddle,1.6342137014539937,
R04_M00,R01_M02,0.07802646033636212,0.17685875809446694,False,False,saddle,1.502631797698541,
R04_M00,R02_M02,0.16034611733901985,0.305444095053699,False,False,saddle,1.5051798492039181,
R04_M00,R03_M02,0.08950473010649186,0.17628006052007963,False,False,saddle,1.6685660335256982,
R04_M00,R04_M02,0.033399493601069925,0.0,False,True,saddle,1.1519232932030163,
R04_M00,R05_M02,0.14427256207455488,0.15284522245337578,False,False,saddle,1.4884813432322865,
R04_M00,R06_M02,0.13384414265159866,0.11286919897997438,False,False,saddle,1.4527835950326793,
