Q1_raw_status,Q2_raw_status,candidate_id,decision,max_final_bound_change,reason,robot_requalification,surface_id
accepted_under_reference_checks,accepted_under_reference_checks,hemisphere/raster_u_phase_0.00,accepted_under_reference_checks,0.0001099756060217727,stable_reference_bounds,NOT_RUN,hemisphere
accepted_under_reference_checks,accepted_under_reference_checks,hemisphere/raster_u_phase_0.25,accepted_under_reference_checks,0.00010997560602177617,stable_reference_bounds,NOT_RUN,hemisphere
rejected_under_reference_checks,rejected_under_reference_checks,hemisphere/raster_v_phase_0.00,unresolved,0.006383754143361009,numerical_resolution_unresolved,NOT_RUN,hemisphere
accepted_under_reference_checks,accepted_under_reference_checks,hemisphere/spiral_phase_0.00,accepted_under_reference_checks,0.00025645034678576685,stable_reference_bounds,NOT_RUN,hemisphere
rejected_under_reference_checks,rejected_under_reference_checks,saddle/raster_u_phase_0.00,unresolved,0.006019444395484762,numerical_resolution_unresolved,NOT_RUN,saddle
rejected_under_reference_checks,rejected_under_reference_checks,saddle/raster_u_phase_0.00_k2,unresolved,0.006019444395484762,numerical_resolution_unresolved,NOT_RUN,saddle
rejected_under_reference_checks,rejected_under_reference_checks,saddle/raster_v_phase_0.00,unresolved,0.006019444395484762,numerical_resolution_unresolved,NOT_RUN,saddle
rejected_under_reference_checks,rejected_under_reference_checks,saddle/spiral_phase_0.00,unresolved,0.010651424288304977,numerical_resolution_unresolved,NOT_RUN,saddle
