E_NUC,E_miss,E_rep,J_q,admission_reasons,admitted,anisotropy_level,baseline_reconstruction_error,formulation,integrated_L_G_diagnostic,max_axis_error,max_position_error,mean_abs_alignment_cheap,mean_abs_alignment_expensive,median_log_kappa_R,min_joint_limit_margin,min_sigma_min_5,minimum_absolute_joint_margin_rad,optimized,placement_id,q_sample_count,solver,strict_pass,surface_candidate_id,surface_id,surface_length,terminal_q_mismatch,window_id
0.9866392204497414,0.9863485107419673,0.00029070970777415336,0.13470989407325246,,True,P_high,,F2,0.13135901109207307,1.2568906433507928e-05,6.331518428700748e-06,0.8468790700279029,0.32857726149338184,2.5005371318615692,0.11707863423623474,0.7961584692853442,1.4712546076935356,True,T10,25,single_warm_continuation_surface_bank,True,5,saddle,0.04597135944769619,8.66087988953268e-05,saddle_P_high_W06
0.9864833820339661,0.9864833820339661,0.0,0.18740654725188113,,True,P_high,,F2,0.17030678089826284,1.906687279154582e-05,8.137207246279581e-06,0.8582956615503616,0.3661233696218045,2.2839670105980985,0.11011876795112972,0.7470501671124065,1.3837942832057175,True,T10,27,single_warm_continuation_surface_bank,True,0,saddle,0.04930354702537851,0.00017565951254550072,saddle_P_high_W07
0.9866652270850648,0.9863783708427762,0.0002868562422884718,0.20449103863139492,,True,P_high,,F2,0.1845427279422063,1.7624218870967106e-05,6.465512184308301e-06,0.7522808439324687,0.5851017539888272,1.5247420681664798,0.09401284304571417,0.9479296332243634,1.1814011105928017,True,T10,27,single_warm_continuation_surface_bank,True,9,saddle,0.04806598155712639,1.4994372691923274e-05,saddle_P_high_W08
0.9897626927620986,0.9897626927620986,0.0,0.20055377190320553,,True,P_high,,F2,0.17691637234292362,1.730100538078642e-05,8.248533907216035e-06,0.7786471633287584,0.4465335164351547,1.8998791256615404,0.08728844407643996,0.9338323877661008,1.0968997578732935,True,T10,27,single_warm_continuation_surface_bank,True,16,saddle,0.04856397272677576,4.225687318148985e-05,saddle_P_high_W09
0.9935132568742993,0.9920332306352807,0.0014800262390185514,0.15514443763344166,,True,P_low,,F2,0.136355627129461,0.0017310102037932063,0.0007839917444788621,0.9281308901211626,0.29065366543482074,0.9050177411260117,0.09271289553688898,0.7002530855549679,1.165065476216851,True,T17,27,single_warm_continuation_surface_bank,True,22,saddle,0.04827211600942279,3.329080546121688e-05,saddle_P_low_W00
0.9882313425004375,0.9882313425004375,0.0,0.2109663775998386,,True,P_low,,F2,0.18788468935998054,3.1100965289176706e-05,7.915738201990861e-06,0.8809651842520222,0.4468552295661813,0.31400811018159186,0.1151685732449433,0.758247924969592,1.290994579311065,True,T17,25,single_warm_continuation_surface_bank,True,20,saddle,0.04665206121848789,0.00014400912589707104,saddle_P_low_W01
0.9866976485911565,0.9866976485911565,0.0,0.22402147285013238,,True,P_low,,F2,0.19957677498658494,2.619419853546167e-05,7.820319866524479e-06,0.772336219348895,0.6016800024649062,0.21679664037337715,0.12003430489458736,0.748051895122005,1.329861426928035,True,T17,26,single_warm_continuation_surface_bank,True,12,saddle,0.047984810076266676,0.00018380561039554877,saddle_P_low_W02
0.9930467493835562,0.990422907158716,0.002623842224840226,0.18003437157383023,,True,P_low,,F2,0.1662796168941002,2.0434512778027563e-05,5.873205576793613e-06,0.6433893419283704,0.6602471422618663,0.9244116177852805,0.09710887131990906,0.7058913045400257,1.2203069783770788,True,T17,27,single_warm_continuation_surface_bank,True,10,saddle,0.04757967111030219,2.3364106753298586e-05,saddle_P_low_W03
0.988222966932537,0.9879209917256789,0.0003019752068580255,0.15906045517009854,,True,P_low,,F2,0.1396163955821771,1.2110042695334021e-05,5.1999698276802675e-06,0.6774036870193513,0.6776689954187821,0.5549619951420486,0.13592780118442294,0.7354417675092241,1.486249586484951,True,T17,26,single_warm_continuation_surface_bank,True,0,saddle,0.047277212587796796,4.716348995570385e-05,saddle_P_low_W04
0.9873939762429876,0.9873939762429876,0.0,0.23122604116635948,,True,P_low,,F2,0.20148922261839783,3.5218729772776105e-05,8.656710298381036e-06,0.7893356226926641,0.4512112942465289,0.10081473187967624,0.11710906195268765,0.6872651194403553,1.409364585780814,True,T17,27,single_warm_continuation_surface_bank,True,10,saddle,0.048511575914752754,0.00015188190664749968,saddle_P_low_W05
0.9866392204497414,0.9863485107419673,0.00029070970777415336,0.1666292786034338,,True,P_low,,F2,0.13550285020669056,2.2078875099792033e-05,6.009996931118026e-06,0.8297948827240926,0.31098281004416833,1.019656137387198,0.1129583568706978,0.6277823629239384,1.4194776366127995,True,T17,25,single_warm_continuation_surface_bank,True,5,saddle,0.04597135944769611,8.973431642322893e-05,saddle_P_low_W06
0.9864833820339661,0.9864833820339661,0.0,0.23178210094897603,,True,P_low,,F2,0.19758254899871838,3.933850675678083e-05,5.605831629396051e-06,0.6887392658763497,0.6190593455247272,0.22032463257500762,0.09754892302038731,0.6193849363675556,1.2258368352649347,True,T17,27,single_warm_continuation_surface_bank,True,12,saddle,0.049283412596372866,4.8750762568605666e-05,saddle_P_low_W07
