E_NUC,E_miss,E_rep,J_q,admission_reasons,admitted,anisotropy_level,baseline_reconstruction_error,formulation,integrated_L_G_diagnostic,max_axis_error,max_position_error,mean_abs_alignment_cheap,mean_abs_alignment_expensive,median_log_kappa_R,min_joint_limit_margin,min_sigma_min_5,minimum_absolute_joint_margin_rad,optimized,placement_id,q_sample_count,solver,surface_candidate_id,surface_id,surface_length,terminal_q_mismatch,window_id
0.9932187441162591,0.9920332306352807,0.00118551348097842,0.1627289475444313,,True,P_low,0.0,F0,0.13756525043887555,1.059412828810732e-05,3.68390811085941e-06,0.9290497549985683,0.224204601829038,0.9041483521731354,0.09247892175652689,0.6998427461263814,1.1621252727827844,False,T17,27,fixed_archived_witness,baseline,saddle,0.049040040296928405,0.0,saddle_P_low_W00
0.9876576300158606,0.9876576300158606,0.0,0.21177389158290127,,True,P_low,0.0,F0,0.18884878935706523,2.4810254394819752e-05,5.881102733069741e-06,0.8732035770995414,0.4539033090705234,0.31503943955571045,0.1151685732449433,0.7582479249695921,1.2909945793110658,False,T17,25,fixed_archived_witness,baseline,saddle,0.04681015811407375,0.0,saddle_P_low_W01
0.9858487976857729,0.9858487976857729,0.0,0.22479119883917295,,True,P_low,0.0,F0,0.200451885220376,2.5290159292671132e-05,6.964995158916615e-06,0.7653625196310829,0.6127118350133907,0.2190112978445507,0.11992893690123577,0.7480518951182208,1.329861426928038,False,T17,26,fixed_archived_witness,baseline,saddle,0.048164800384054914,0.0,saddle_P_low_W02
0.9921670141597018,0.990422907158716,0.0017441070009858093,0.18362371324185242,,True,P_low,0.0,F0,0.17263106870193917,1.5347074784981837e-05,5.15167732402336e-06,0.5779122598182691,0.7534115543805505,0.9236621954932551,0.09692429201489752,0.7055495554901376,1.217987484690168,False,T17,27,fixed_archived_witness,baseline,saddle,0.04745132947362691,0.0,saddle_P_low_W03
0.988524942139395,0.988222966932537,0.0003019752068580255,0.1618828982879799,,True,P_low,0.0,F0,0.14249145299448787,1.021840542027423e-05,5.199969827609761e-06,0.6688036103552493,0.6810216118510195,0.5542512786940833,0.13592780118442294,0.7350489770401544,1.4862495864849508,False,T17,26,fixed_archived_witness,baseline,saddle,0.04816421901077516,0.0,saddle_P_low_W04
0.9868359968783824,0.9868359968783824,0.0,0.23416749876206658,,True,P_low,0.0,F0,0.204370146305916,2.7827881626571067e-05,5.878318139953995e-06,0.7731929156854007,0.4827047552906974,0.10714646040092646,0.11710906195268808,0.687004879472587,1.4093645857808161,False,T17,27,fixed_archived_witness,baseline,saddle,0.049223167247714895,0.0,saddle_P_low_W05
0.986348510741967,0.9860578010341929,0.00029070970777415336,0.16899737176774177,,True,P_low,0.0,F0,0.13799980424414707,1.7571129316615154e-05,4.669875259471636e-06,0.8182237474649477,0.3964144274147579,1.0200385474904818,0.11295835687463907,0.6277823629239384,1.419477636662327,False,T17,25,fixed_archived_witness,baseline,saddle,0.04639454254829027,0.0,saddle_P_low_W06
0.9864833820339661,0.9864833820339661,0.0,0.23451524307535848,,True,P_low,0.0,F0,0.19738797520324797,2.9685241225938406e-05,5.605831629515516e-06,0.6961895580092605,0.6002619201668966,0.22089808503338146,0.0974652719307212,0.6193849363675556,1.2247856438847764,False,T17,27,fixed_archived_witness,baseline,saddle,0.049887966962323164,0.0,saddle_P_low_W07
0.9863783708427762,0.9863783708427762,0.0,0.19473403994726854,,True,P_low,0.0,F0,0.17336364088160125,2.538263990281791e-05,5.1671382210303616e-06,0.6383359902235176,0.6730868140815686,0.9046155112601794,0.08955256429214227,0.690885987320492,1.1253515528694908,False,T17,27,fixed_archived_witness,baseline,saddle,0.04833539204434835,0.0,saddle_P_low_W08
0.9891587423483825,0.9891587423483825,0.0,0.17959784703879422,,True,P_low,0.0,F0,0.15560715372015677,1.562138556439174e-05,4.960335603577394e-06,0.6632555144477092,0.5548782147014957,0.7975279851833906,0.08778465784537852,0.6879336773759819,1.1031353686550078,False,T17,27,fixed_archived_witness,baseline,saddle,0.04915920156702288,0.0,saddle_P_low_W09
0.9932187441162591,0.9920332306352807,0.00118551348097842,0.1691451124149838,,True,P_mid,0.0,F0,0.1401694380875204,1.3143499945318255e-05,4.299178542614567e-06,0.9561000014775767,0.25661550278337436,1.492006347818501,0.077780321079683,0.9238665518014387,0.9774170712093069,False,T21,27,fixed_archived_witness,baseline,saddle,0.04904004029692822,0.0,saddle_P_mid_W00
0.9876576300158606,0.9876576300158606,0.0,0.14884223072967273,,True,P_mid,0.0,F0,0.13976717778467596,1.4444767857213601e-05,4.484987706448517e-06,0.9571416477684077,0.251181266084132,0.6106667507647682,0.0978970641435266,0.9342723920401035,1.2302117089119298,False,T21,25,fixed_archived_witness,baseline,saddle,0.04681015811407373,0.0,saddle_P_mid_W01
0.9858487976857729,0.9858487976857729,0.0,0.155204380671469,,True,P_mid,0.0,F0,0.1476205113937076,1.3105018500740395e-05,4.321496242748283e-06,0.8783950178601007,0.3705444051909251,0.7255187844285497,0.10195952503477626,0.9425036532607383,1.2812621362065117,False,T21,26,fixed_archived_witness,baseline,saddle,0.04816480038405493,0.0,saddle_P_mid_W02
0.9921670141597018,0.990422907158716,0.0017441070009858093,0.1915642403942996,,True,P_mid,0.0,F0,0.1739295694916495,1.326677085089233e-05,4.072904124189423e-06,0.6987689445295767,0.5881721577588466,1.4866451950536868,0.08474100995864593,0.9361942761489914,1.064887732724129,False,T21,27,fixed_archived_witness,baseline,saddle,0.047451329473626847,0.0,saddle_P_mid_W03
0.988524942139395,0.988222966932537,0.0003019752068580255,0.15368828225942885,,True,P_mid,0.0,F0,0.14810666756722266,8.165482831899717e-06,6.075324409651052e-06,0.7854920314514963,0.48068059516419276,0.8400788442954252,0.11799102299100411,0.7914448197422833,1.4827200314936944,False,T21,26,fixed_archived_witness,baseline,saddle,0.04816421901077509,0.0,saddle_P_mid_W04
0.9868359968783824,0.9868359968783824,0.0,0.17654412524834331,,True,P_mid,0.0,F0,0.17373270797903834,1.3305485390046255e-05,5.159413538877283e-06,0.7350582845117681,0.5198540367343724,1.2140410396485537,0.10211456045227608,1.0041484256249082,1.2832103701762732,False,T21,27,fixed_archived_witness,baseline,saddle,0.04922316724771494,0.0,saddle_P_mid_W05
0.986348510741967,0.9860578010341929,0.00029070970777415336,0.1725781613732163,,True,P_mid,0.0,F0,0.1721307844333766,1.2958125513612e-05,7.344574364745698e-06,0.8452609656986979,0.45689060400460296,2.157430592854229,0.10436242876431695,0.849221111066726,1.3114579375753372,False,T21,25,fixed_archived_witness,baseline,saddle,0.04639454254829021,0.0,saddle_P_mid_W06
0.9864833820339661,0.9864833820339661,0.0,0.2034911772256202,,True,P_mid,0.0,F0,0.1931752853388381,1.784982477526e-05,1.1520284254867176e-05,0.8265475969526277,0.41503141282875755,1.974660472388506,0.09706453612314399,0.8370942353738707,1.2197498454471543,False,T21,27,fixed_archived_witness,baseline,saddle,0.049887966962323095,0.0,saddle_P_mid_W07
0.9863783708427762,0.9863783708427762,0.0,0.20417119529722194,,True,P_mid,0.0,F0,0.18341035696842953,1.6544980112203758e-05,5.687896630460603e-06,0.6808776274068419,0.6125112464767822,1.2890995626792514,0.08049622142592501,0.9289182609835285,1.0115461070023155,False,T21,27,fixed_archived_witness,baseline,saddle,0.04833539204434844,0.0,saddle_P_mid_W08
0.9891587423483825,0.9891587423483825,0.0,0.20947621438573782,,True,P_mid,0.0,F0,0.18773527936680376,1.0575458136085729e-05,6.533388678094379e-06,0.6917771103522212,0.5446835097622009,1.4483446262614739,0.07315258234607684,0.920932651809882,0.9192631477420932,False,T21,27,fixed_archived_witness,baseline,saddle,0.04915920156702301,0.0,saddle_P_mid_W09
